index,sm1,sm2,sm3,sm4,sm5
Ni5,0,0,0,0,2
Ni7,39,24,24,135,27
NiL,0,86,0,0,86
NiN,0,14,0,15,15
NiS,2,0,0,1,14
NiT,73,9,9,23,27
Nif,10,2,2,2,38
Nig,0,0,0,5,0
Nij,1170,764,764,1065,855
Nik,396,87,87,369,182
Nil,121,96,77,103,111
Nim,306,103,90,206,122
Nin,39,74,36,68,74
Nink,2,1,1,2,1
Nins,0,0,0,0,3
Nir,14,42,8,52,50
Nirs,0,0,0,0,4
Nis,10,6,6,198,295
Nit,236,150,150,265,153
Niv,0,0,0,21,1
Nivz,0,0,0,0,4
Nix,202,27,26,118,41
Niz,0,0,0,25,23
Nj*a,1,0,1,1,1
Nj*ak,3,0,3,3,3
Nj*e,2,0,2,2,2
Nj*er,1,0,1,1,1
Nj*i,1,0,1,1,1
Nj*o,3,0,3,3,3
Nj*om,2,0,2,2,2
Nj@,21,0,21,21,21
Nj@f,2,0,2,2,2
Nj@m,5,0,5,5,5
Nji,61,0,61,61,61
Njim,2,0,2,2,2
Njix,1,0,1,1,1
Nju,104,15,74,104,74
Nk*a,5,0,5,0,0
Nk*am,2,0,2,0,0
Nk*ax,3,0,3,0,0
Nk*of,2,0,2,0,0
Nk*om,2,0,2,0,0
Nk*u,1,0,1,0,0
Nk6,12,0,34,0,0
Nk@,53,0,53,0,0
Nk@j,34,0,34,0,0
Nk@m,11,0,11,0,0
Nk@x,0,0,2,0,0
Nku,19,0,31,0,0
NsKij,0,0,1,0,0
Nu,151,26,26,88,35
P*a,67,144,142,76,140
P*aS,16,10,10,10,16
P*aT,136,128,128,136,128
P*at,63,2,2,47,2
P*atst,0,0,0,16,0
P*ax,1,1,1,1,1
P*e,312,592,1247,1206,799
P*e2,3,3,3,3,3
P*e4,25,6,6,34,19
P*e7,1,0,0,67,1
P*eN,51,52,7,51,52
P*eR,164,168,164,164,164
P*eT,12,26,12,21,35
P*ed,3,0,0,3,0
P*ef,9,4,4,10,15
P*eg,0,0,0,11,0
P*ej,83,4,4,83,26
P*ejs,0,0,0,0,57
P*ejt7,1,1,1,1,1
P*ek,0,0,0,39,0
P*ekt,0,0,0,6,6
P*el,23,30,23,57,64
P*en,53,4,0,52,4
P*end,0,0,0,1,0
P*ens,0,0,0,0,1
P*er,693,666,4,46,687
P*erS,0,0,0,0,1
P*erm,0,0,0,1,0
P*erms,0,0,0,0,6
P*ers,0,0,0,3,7
P*ert,0,0,0,7,0
P*es,39,0,0,37,2
P*esN,1,1,1,1,1
P*et,5,5,5,12,5
P*etr,9,9,9,9,9
P*ev,3,0,0,1,1
P*ex,0,0,0,31,31
P*i,531,766,725,706,731
P*i4,24,5,0,24,5
P*iL,1,1,0,1,1
P*iS,42,0,0,17,0
P*iT,114,114,114,115,115
P*ibls,1,1,1,1,1
P*if,31,6,6,6,6
P*ij,1,0,0,11,2
P*ij2,1,1,1,1,1
P*ijs,0,0,0,0,30
P*ik,15,14,14,15,14
P*il,104,104,87,104,104
